time (min), RI signal
11.32333,3.108
11.325,3.093
11.32667,3.069
11.32833,3.052
11.33,3.033
11.33167,3.013
11.33333,2.997
11.335,2.975
11.33667,2.954
11.33833,2.933
11.34,2.915
11.34167,2.9
11.34333,2.876
11.345,2.857
11.34667,2.839
11.34833,2.819
11.35,2.804
11.35167,2.783
11.35333,2.764
11.355,2.746
11.35667,2.727
11.35833,2.715
11.36,2.693
11.36167,2.675
11.36333,2.658
11.365,2.64
11.36667,2.628
11.36833,2.605
11.37,2.587
11.37167,2.569
11.37333,2.553
11.375,2.54
11.37667,2.517
11.37833,2.5
11.38,2.484
11.38167,2.468
11.38333,2.456
11.385,2.434
11.38667,2.416
11.38833,2.402
11.39,2.386
11.39167,2.371
11.39333,2.352
11.395,2.338
11.39667,2.322
11.39833,2.306
11.4,2.294
11.40167,2.271
11.40333,2.255
11.405,2.239
11.40667,2.223
11.40833,2.211
11.41,2.19
11.41167,2.174
11.41333,2.158
11.415,2.143
11.41667,2.133
11.41833,2.116
11.42,2.103
11.42167,2.089
11.42333,2.076
11.425,2.065
11.42667,2.048
11.42833,2.032
11.43,2.016
11.43167,2.002
11.43333,1.992
11.435,1.972
11.43667,1.959
11.43833,1.943
11.44,1.929
11.44167,1.919
11.44333,1.902
11.445,1.888
11.44667,1.876
11.44833,1.862
11.45,1.853
11.45167,1.838
11.45333,1.826
11.455,1.813
11.45667,1.8
11.45833,1.79
11.46,1.775
11.46167,1.763
11.46333,1.752
11.465,1.737
11.46667,1.727
11.46833,1.712
11.47,1.699
11.47167,1.685
11.47333,1.673
11.475,1.665
11.47667,1.651
11.47833,1.638
11.48,1.627
11.48167,1.617
11.48333,1.607
11.485,1.597
11.48667,1.586
11.48833,1.573
11.49,1.56
11.49167,1.552
11.49333,1.54
11.495,1.53
11.49667,1.52
11.49833,1.509
11.5,1.501
11.50167,1.49
11.50333,1.48
11.505,1.468
11.50667,1.457
11.50833,1.449
11.51,1.437
11.51167,1.426
11.51333,1.415
11.515,1.405
11.51667,1.399
11.51833,1.388
11.52,1.378
11.52167,1.367
11.52333,1.359
11.525,1.353
11.52667,1.341
11.52833,1.331
11.53,1.321
11.53167,1.311
11.53333,1.305
11.535,1.294
11.53667,1.284
11.53833,1.277
11.54,1.27
11.54167,1.263
11.54333,1.252
11.545,1.244
11.54667,1.235
11.54833,1.226
11.55,1.221
11.55167,1.211
11.55333,1.202
11.555,1.195
11.55667,1.188
11.55833,1.184
11.56,1.171
11.56167,1.162
11.56333,1.156
11.565,1.147
11.56667,1.14
11.56833,1.131
11.57,1.125
11.57167,1.118
11.57333,1.111
11.575,1.105
11.57667,1.095
11.57833,1.088
11.58,1.082
11.58167,1.073
11.58333,1.068
11.585,1.059
11.58667,1.051
11.58833,1.044
11.59,1.037
11.59167,1.031
11.59333,1.021
11.595,1.016
11.59667,1.01
11.59833,1.002
11.6,0.999
11.60167,0.992
11.60333,0.986
11.605,0.98
11.60667,0.973
11.60833,0.969
11.61,0.962
11.61167,0.958
11.61333,0.95
11.615,0.944
11.61667,0.937
11.61833,0.928
11.62,0.924
11.62167,0.918
11.62333,0.912
11.625,0.909
11.62667,0.904
11.62833,0.897
11.63,0.892
11.63167,0.885
11.63333,0.881
11.635,0.875
11.63667,0.869
11.63833,0.862
11.64,0.855
11.64167,0.852
11.64333,0.849
11.645,0.846
11.64667,0.841
11.64833,0.835
11.65,0.83
11.65167,0.822
11.65333,0.816
11.655,0.812
11.65667,0.81
11.65833,0.807
11.66,0.801
11.66167,0.795
11.66333,0.789
11.665,0.785
11.66667,0.782
11.66833,0.777
11.67,0.773
11.67167,0.767
11.67333,0.762
11.675,0.759
11.67667,0.752
11.67833,0.748
11.68,0.744
11.68167,0.739
11.68333,0.735
11.685,0.73
11.68667,0.728
11.68833,0.723
11.69,0.717
11.69167,0.714
11.69333,0.709
11.695,0.704
11.69667,0.699
11.69833,0.697
11.7,0.695
11.70167,0.688
11.70333,0.682
11.705,0.678
11.70667,0.677
11.70833,0.675
11.71,0.671
11.71167,0.668
11.71333,0.666
11.715,0.66
11.71667,0.656
11.71833,0.653
11.72,0.651
11.72167,0.646
11.72333,0.642
11.725,0.639
11.72667,0.636
11.72833,0.632
11.73,0.626
11.73167,0.621
11.73333,0.619
11.735,0.619
11.73667,0.616
11.73833,0.615
11.74,0.613
11.74167,0.611
11.74333,0.609
11.745,0.607
11.74667,0.602
11.74833,0.597
11.75,0.595
11.75167,0.591
11.75333,0.588
11.755,0.586
11.75667,0.581
11.75833,0.578
11.76,0.575
11.76167,0.572
11.76333,0.569
11.765,0.566
11.76667,0.563
11.76833,0.557
11.77,0.554
11.77167,0.551
11.77333,0.55
11.775,0.548
11.77667,0.544
11.77833,0.542
11.78,0.541
11.78167,0.539
11.78333,0.537
11.785,0.533
11.78667,0.531
11.78833,0.529
11.79,0.527
11.79167,0.523
11.79333,0.519
11.795,0.518
11.79667,0.515
11.79833,0.512
11.8,0.509
11.80167,0.506
11.80333,0.504
11.805,0.502
11.80667,0.5
11.80833,0.498
11.81,0.495
11.81167,0.493
11.81333,0.491
11.815,0.489
11.81667,0.486
11.81833,0.483
11.82,0.479
11.82167,0.477
11.82333,0.478
11.825,0.477
11.82667,0.474
11.82833,0.472
11.83,0.472
11.83167,0.469
11.83333,0.468
11.835,0.465
11.83667,0.465
11.83833,0.463
11.84,0.461
11.84167,0.459
11.84333,0.457
11.845,0.454
11.84667,0.452
11.84833,0.451
11.85,0.448
11.85167,0.444
11.85333,0.441
11.855,0.438
11.85667,0.434
11.85833,0.432
11.86,0.427
11.86167,0.424
11.86333,0.419
11.865,0.418
11.86667,0.419
11.86833,0.419
11.87,0.419
11.87167,0.416
11.87333,0.413
11.875,0.412
11.87667,0.411
11.87833,0.409
11.88,0.407
11.88167,0.405
11.88333,0.404
11.885,0.401
11.88667,0.399
11.88833,0.399
11.89,0.399
11.89167,0.397
11.89333,0.394
11.895,0.394
11.89667,0.392
11.89833,0.391
11.9,0.389
11.90167,0.386
11.90333,0.385
11.905,0.384
11.90667,0.382
11.90833,0.381
11.91,0.38
11.91167,0.378
11.91333,0.378
11.915,0.376
11.91667,0.375
11.91833,0.374
11.92,0.372
11.92167,0.37
11.92333,0.366
11.925,0.366
11.92667,0.364
11.92833,0.363
11.93,0.362
11.93167,0.362
11.93333,0.359
11.935,0.359
11.93667,0.357
11.93833,0.356
11.94,0.355
11.94167,0.354
11.94333,0.352
11.945,0.352
11.94667,0.352
11.94833,0.351
11.95,0.351
11.95167,0.348
11.95333,0.347
11.955,0.347
11.95667,0.345
11.95833,0.343
11.96,0.341
11.96167,0.338
11.96333,0.336
11.965,0.336
11.96667,0.335
11.96833,0.333
11.97,0.333
11.97167,0.332
11.97333,0.33
11.975,0.33
11.97667,0.329
11.97833,0.329
11.98,0.329
11.98167,0.328
11.98333,0.326
11.985,0.325
11.98667,0.324
11.98833,0.323
11.99,0.32
11.99167,0.32
11.99333,0.319
11.995,0.318
11.99667,0.316
11.99833,0.317
12,0.317
12.00167,0.316
12.00333,0.314
12.005,0.311
12.00667,0.309
12.00833,0.309
12.01,0.308
12.01167,0.305
12.01333,0.305
12.015,0.303
12.01667,0.303
12.01833,0.3
12.02,0.299
12.02167,0.297
12.02333,0.296
12.025,0.296
12.02667,0.295
12.02833,0.295
12.03,0.294
12.03167,0.293
12.03333,0.291
12.035,0.291
12.03667,0.289
12.03833,0.288
12.04,0.287
12.04167,0.285
12.04333,0.284
12.045,0.284
12.04667,0.284
12.04833,0.284
12.05,0.283
12.05167,0.281
12.05333,0.28
12.055,0.281
12.05667,0.281
12.05833,0.279
12.06,0.278
12.06167,0.277
12.06333,0.274
12.065,0.274
12.06667,0.273
12.06833,0.27
12.07,0.27
12.07167,0.269
12.07333,0.269
12.075,0.269
12.07667,0.266
12.07833,0.265
12.08,0.264
12.08167,0.263
12.08333,0.262
12.085,0.261
12.08667,0.26
12.08833,0.259
12.09,0.259
12.09167,0.259
12.09333,0.261
12.095,0.262
12.09667,0.26
12.09833,0.26
12.1,0.259
12.10167,0.256
12.10333,0.256
12.105,0.253
12.10667,0.252
12.10833,0.252
12.11,0.25
12.11167,0.251
12.11333,0.252
12.115,0.253
12.11667,0.252
12.11833,0.251
12.12,0.25
12.12167,0.249
12.12333,0.25
12.125,0.249
12.12667,0.25
12.12833,0.251
12.13,0.249
12.13167,0.249
12.13333,0.247
12.135,0.246
12.13667,0.245
12.13833,0.245
12.14,0.245
12.14167,0.244
12.14333,0.244
12.145,0.245
12.14667,0.245
12.14833,0.243
12.15,0.242
12.15167,0.242
12.15333,0.242
12.155,0.242
12.15667,0.242
12.15833,0.241
12.16,0.238
12.16167,0.238
12.16333,0.235
12.165,0.234
12.16667,0.234
12.16833,0.233
12.17,0.233
12.17167,0.231
12.17333,0.232
12.175,0.23
12.17667,0.228
12.17833,0.228
12.18,0.228
12.18167,0.229
12.18333,0.226
12.185,0.225
12.18667,0.224
12.18833,0.224
12.19,0.222
12.19167,0.221
12.19333,0.221
12.195,0.222
12.19667,0.221
12.19833,0.22
12.2,0.22
12.20167,0.219
12.20333,0.218
12.205,0.219
12.20667,0.218
12.20833,0.218
12.21,0.217
12.21167,0.215
12.21333,0.215
12.215,0.213
12.21667,0.212
12.21833,0.21
12.22,0.211
12.22167,0.212
12.22333,0.213
12.225,0.212
12.22667,0.21
12.22833,0.209
12.23,0.209
12.23167,0.208
12.23333,0.208
12.235,0.207
12.23667,0.208
12.23833,0.209
12.24,0.208
12.24167,0.207
12.24333,0.207
12.245,0.206
12.24667,0.205
12.24833,0.206
12.25,0.205
12.25167,0.206
12.25333,0.205
12.255,0.205
12.25667,0.207
12.25833,0.207
12.26,0.206
12.26167,0.204
12.26333,0.205
12.265,0.205
12.26667,0.204
12.26833,0.202
12.27,0.201
12.27167,0.201
12.27333,0.2
12.275,0.199
12.27667,0.199
12.27833,0.2
12.28,0.201
12.28167,0.2
12.28333,0.201
12.285,0.2
12.28667,0.198
12.28833,0.197
12.29,0.194
12.29167,0.193
12.29333,0.196
12.295,0.197
12.29667,0.197
12.29833,0.198
12.3,0.196
12.30167,0.196
12.30333,0.198
12.305,0.2
12.30667,0.201
12.30833,0.202
12.31,0.201
12.31167,0.2
12.31333,0.199
12.315,0.199
12.31667,0.198
12.31833,0.197
12.32,0.197
12.32167,0.196
12.32333,0.195
12.325,0.194
12.32667,0.192
12.32833,0.192
12.33,0.192
12.33167,0.193
12.33333,0.191
12.335,0.192
12.33667,0.191
12.33833,0.19
12.34,0.19
12.34167,0.191
12.34333,0.191
12.345,0.191
12.34667,0.19
12.34833,0.191
12.35,0.192
12.35167,0.194
12.35333,0.194
12.355,0.193
12.35667,0.193
12.35833,0.191
12.36,0.19
12.36167,0.189
12.36333,0.19
12.365,0.19
12.36667,0.19
12.36833,0.188
12.37,0.188
12.37167,0.187
12.37333,0.186
12.375,0.185
12.37667,0.188
12.37833,0.188
12.38,0.186
12.38167,0.186
12.38333,0.185
12.385,0.186
12.38667,0.184
12.38833,0.184
12.39,0.183
12.39167,0.183
12.39333,0.183
12.395,0.183
12.39667,0.184
12.39833,0.183
12.4,0.183
12.40167,0.18
12.40333,0.18
12.405,0.18
12.40667,0.181
12.40833,0.182
12.41,0.183
12.41167,0.183
12.41333,0.181
12.415,0.181
12.41667,0.182
12.41833,0.181
12.42,0.18
12.42167,0.181
12.42333,0.181
12.425,0.181
12.42667,0.182
12.42833,0.184
12.43,0.184
12.43167,0.184
12.43333,0.185
12.435,0.185
12.43667,0.185
12.43833,0.185
12.44,0.185
12.44167,0.185
12.44333,0.184
12.445,0.182
12.44667,0.181
12.44833,0.183
12.45,0.182
12.45167,0.181
12.45333,0.181
12.455,0.182
12.45667,0.183
12.45833,0.183
12.46,0.184
12.46167,0.184
12.46333,0.183
12.465,0.183
12.46667,0.183
12.46833,0.181
12.47,0.179
12.47167,0.18
12.47333,0.179
12.475,0.179
12.47667,0.179
12.47833,0.177
12.48,0.177
12.48167,0.179
12.48333,0.18
12.485,0.181
12.48667,0.183
12.48833,0.182
12.49,0.182
12.49167,0.184
12.49333,0.184
12.495,0.184
12.49667,0.183
12.49833,0.181
12.5,0.181
12.50167,0.18
12.50333,0.178
12.505,0.178
12.50667,0.179
12.50833,0.177
12.51,0.176
12.51167,0.176
12.51333,0.177
12.515,0.177
12.51667,0.176
12.51833,0.177
12.52,0.177
12.52167,0.176
12.52333,0.175
12.525,0.174
12.52667,0.175
12.52833,0.174
12.53,0.175
12.53167,0.175
12.53333,0.175
12.535,0.173
12.53667,0.173
12.53833,0.173
12.54,0.17
12.54167,0.169
12.54333,0.17
12.545,0.172
12.54667,0.171
12.54833,0.169
12.55,0.169
12.55167,0.169
12.55333,0.17
12.555,0.169
12.55667,0.168
12.55833,0.17
12.56,0.17
12.56167,0.168
12.56333,0.167
12.565,0.168
12.56667,0.167
12.56833,0.168
12.57,0.169
12.57167,0.168
12.57333,0.166
12.575,0.167
12.57667,0.167
12.57833,0.167
12.58,0.167
12.58167,0.167
12.58333,0.165
12.585,0.165
12.58667,0.165
12.58833,0.163
12.59,0.162
12.59167,0.161
12.59333,0.159
12.595,0.161
12.59667,0.159
12.59833,0.159
12.6,0.158
12.60167,0.158
12.60333,0.158
12.605,0.158
12.60667,0.159
12.60833,0.158
12.61,0.156
12.61167,0.156
12.61333,0.156
12.615,0.156
12.61667,0.156
12.61833,0.156
12.62,0.157
12.62167,0.157
12.62333,0.157
12.625,0.157
12.62667,0.155
12.62833,0.155
12.63,0.155
12.63167,0.156
12.63333,0.155
12.635,0.152
12.63667,0.151
12.63833,0.151
12.64,0.153
12.64167,0.153
12.64333,0.152
12.645,0.15
12.64667,0.15
12.64833,0.148
12.65,0.148
12.65167,0.146
12.65333,0.146
12.655,0.146
12.65667,0.147
12.65833,0.146
12.66,0.146
12.66167,0.144
12.66333,0.146
12.665,0.148
12.66667,0.146
12.66833,0.143
12.67,0.142
12.67167,0.142
12.67333,0.144
12.675,0.144
12.67667,0.144
12.67833,0.144
12.68,0.144
12.68167,0.142
12.68333,0.142
12.685,0.141
12.68667,0.142
12.68833,0.14
12.69,0.139
12.69167,0.138
12.69333,0.137
12.695,0.137
12.69667,0.135
12.69833,0.135
12.7,0.135
12.70167,0.133
12.70333,0.131
12.705,0.13
12.70667,0.132
12.70833,0.132
12.71,0.131
12.71167,0.131
12.71333,0.131
12.715,0.131
12.71667,0.131
12.71833,0.131
12.72,0.13
12.72167,0.131
12.72333,0.132
12.725,0.131
12.72667,0.131
12.72833,0.131
12.73,0.13
12.73167,0.131
12.73333,0.131
12.735,0.132
12.73667,0.136
12.73833,0.136
12.74,0.134
12.74167,0.132
12.74333,0.131
12.745,0.13
12.74667,0.129
12.74833,0.13
12.75,0.131
12.75167,0.128
12.75333,0.127
12.755,0.128
12.75667,0.128
12.75833,0.128
12.76,0.128
12.76167,0.128
12.76333,0.126
12.765,0.127
12.76667,0.127
12.76833,0.125
12.77,0.126
12.77167,0.125
12.77333,0.126
12.775,0.128
12.77667,0.128
12.77833,0.128
12.78,0.126
12.78167,0.126
12.78333,0.126
12.785,0.129
12.78667,0.13
12.78833,0.133
12.79,0.133
12.79167,0.131
12.79333,0.129
12.795,0.13
12.79667,0.129
12.79833,0.129
12.8,0.129
12.80167,0.129
12.80333,0.129
12.805,0.127
12.80667,0.127
12.80833,0.127
12.81,0.127
12.81167,0.126
12.81333,0.126
12.815,0.127
12.81667,0.127
12.81833,0.128
12.82,0.127
12.82167,0.126
12.82333,0.124
12.825,0.123
12.82667,0.121
12.82833,0.122
12.83,0.122
12.83167,0.122
12.83333,0.121
12.835,0.121
12.83667,0.12
12.83833,0.121
12.84,0.12
12.84167,0.12
12.84333,0.12
12.845,0.119
12.84667,0.118
12.84833,0.117
12.85,0.118
12.85167,0.119
12.85333,0.117
12.855,0.118
12.85667,0.119
12.85833,0.118
12.86,0.117
12.86167,0.117
12.86333,0.117
12.865,0.117
12.86667,0.117
12.86833,0.117
12.87,0.118
12.87167,0.118
12.87333,0.117
12.875,0.117
12.87667,0.119
12.87833,0.118
12.88,0.116
12.88167,0.116
12.88333,0.115
12.885,0.115
12.88667,0.116
12.88833,0.115
12.89,0.116
12.89167,0.115
12.89333,0.115
12.895,0.113
12.89667,0.113
12.89833,0.111
12.9,0.111
12.90167,0.112
12.90333,0.113
12.905,0.113
12.90667,0.111
12.90833,0.111
12.91,0.112
12.91167,0.111
12.91333,0.11
12.915,0.111
12.91667,0.111
12.91833,0.112
12.92,0.111
12.92167,0.112
12.92333,0.112
12.925,0.112
12.92667,0.113
12.92833,0.112
12.93,0.112
12.93167,0.112
12.93333,0.111
12.935,0.11
12.93667,0.11
12.93833,0.11
12.94,0.11
12.94167,0.11
12.94333,0.108
12.945,0.109
12.94667,0.11
12.94833,0.111
12.95,0.112
12.95167,0.11
12.95333,0.109
12.955,0.11
12.95667,0.11
12.95833,0.111
12.96,0.11
12.96167,0.109
12.96333,0.108
12.965,0.107
12.96667,0.106
12.96833,0.106
12.97,0.106
12.97167,0.105
12.97333,0.105
12.975,0.104
12.97667,0.105
12.97833,0.106
12.98,0.107
12.98167,0.106
12.98333,0.105
12.985,0.106
12.98667,0.107
12.98833,0.108
12.99,0.11
12.99167,0.11
12.99333,0.107
12.995,0.108
12.99667,0.108
12.99833,0.108
13,0.107
13.00167,0.105
13.00333,0.104
13.005,0.103
13.00667,0.104
13.00833,0.106
13.01,0.106
13.01167,0.106
13.01333,0.106
13.015,0.107
13.01667,0.108
13.01833,0.108
13.02,0.108
13.02167,0.107
13.02333,0.107
13.025,0.105
13.02667,0.105
13.02833,0.105
13.03,0.105
13.03167,0.105
13.03333,0.104
13.035,0.103
13.03667,0.103
13.03833,0.101
13.04,0.101
13.04167,0.101
13.04333,0.1
13.045,0.098
13.04667,0.098
13.04833,0.098
13.05,0.099
13.05167,0.099
13.05333,0.1
13.055,0.101
13.05667,0.104
13.05833,0.104
13.06,0.106
13.06167,0.107
13.06333,0.107
13.065,0.106
13.06667,0.106
13.06833,0.104
13.07,0.105
13.07167,0.104
13.07333,0.103
13.075,0.101
13.07667,0.101
13.07833,0.101
13.08,0.101
13.08167,0.103
13.08333,0.101
13.085,0.1
13.08667,0.1
13.08833,0.101
13.09,0.104
13.09167,0.105
13.09333,0.104
13.095,0.104
13.09667,0.104
13.09833,0.104
13.1,0.103
13.10167,0.104
13.10333,0.104
13.105,0.103
13.10667,0.105
13.10833,0.105
13.11,0.105
13.11167,0.104
13.11333,0.106
13.115,0.105
13.11667,0.104
13.11833,0.101
13.12,0.102
13.12167,0.102
13.12333,0.104
13.125,0.104
13.12667,0.104
13.12833,0.105
13.13,0.105
13.13167,0.106
13.13333,0.106
13.135,0.108
13.13667,0.108
13.13833,0.108
13.14,0.107
13.14167,0.108
13.14333,0.107
13.145,0.106
13.14667,0.105
13.14833,0.105
13.15,0.106
13.15167,0.105
13.15333,0.106
13.155,0.108
13.15667,0.108
13.15833,0.108
13.16,0.108
13.16167,0.107
13.16333,0.108
13.165,0.109
13.16667,0.108
13.16833,0.107
13.17,0.106
13.17167,0.106
13.17333,0.108
13.175,0.107
13.17667,0.107
13.17833,0.109
13.18,0.111
13.18167,0.111
13.18333,0.112
13.185,0.114
13.18667,0.114
13.18833,0.114
13.19,0.114
13.19167,0.116
13.19333,0.118
13.195,0.118
13.19667,0.118
13.19833,0.118
13.2,0.118
13.20167,0.116
13.20333,0.115
13.205,0.115
13.20667,0.115
13.20833,0.114
13.21,0.114
13.21167,0.115
13.21333,0.118
13.215,0.118
13.21667,0.116
13.21833,0.118
13.22,0.118
13.22167,0.119
13.22333,0.12
13.225,0.12
13.22667,0.12
13.22833,0.119
13.23,0.119
13.23167,0.12
13.23333,0.121
13.235,0.122
13.23667,0.122
13.23833,0.122
13.24,0.124
13.24167,0.124
13.24333,0.125
13.245,0.124
13.24667,0.124
13.24833,0.127
13.25,0.128
13.25167,0.129
13.25333,0.131
13.255,0.132
13.25667,0.133
13.25833,0.134
13.26,0.133
13.26167,0.135
13.26333,0.134
13.265,0.134
13.26667,0.134
13.26833,0.135
13.27,0.136
13.27167,0.138
13.27333,0.14
13.275,0.142
13.27667,0.143
13.27833,0.144
13.28,0.146
13.28167,0.148
13.28333,0.149
13.285,0.154
13.28667,0.155
13.28833,0.153
13.29,0.155
13.29167,0.156
13.29333,0.156
13.295,0.159
13.29667,0.16
13.29833,0.163
13.3,0.165
13.30167,0.167
13.30333,0.17
13.305,0.173
13.30667,0.173
13.30833,0.175
13.31,0.176
13.31167,0.18
13.31333,0.183
13.315,0.185
13.31667,0.187
13.31833,0.19
13.32,0.192
13.32167,0.196
13.32333,0.199
13.325,0.203
13.32667,0.207
13.32833,0.211
13.33,0.216
13.33167,0.221
13.33333,0.222
13.335,0.226
13.33667,0.231
13.33833,0.234
13.34,0.242
13.34167,0.247
13.34333,0.253
13.345,0.258
13.34667,0.264
13.34833,0.27
13.35,0.273
13.35167,0.281
13.35333,0.288
13.355,0.295
13.35667,0.302
13.35833,0.308
13.36,0.32
13.36167,0.329
13.36333,0.337
13.365,0.346
13.36667,0.353
13.36833,0.363
13.37,0.371
13.37167,0.381
13.37333,0.392
13.375,0.402
13.37667,0.414
13.37833,0.424
13.38,0.435
13.38167,0.447
13.38333,0.456
13.385,0.472
13.38667,0.484
13.38833,0.496
13.39,0.51
13.39167,0.52
13.39333,0.536
13.395,0.552
13.39667,0.57
13.39833,0.584
13.4,0.595
13.40167,0.615
13.40333,0.632
13.405,0.647
13.40667,0.663
13.40833,0.678
13.41,0.699
13.41167,0.717
13.41333,0.736
13.415,0.754
13.41667,0.766
13.41833,0.793
13.42,0.813
13.42167,0.837
13.42333,0.857
13.425,0.875
13.42667,0.901
13.42833,0.922
13.43,0.944
13.43167,0.967
13.43333,0.984
13.435,1.014
13.43667,1.037
13.43833,1.06
13.44,1.085
13.44167,1.102
13.44333,1.133
13.445,1.155
13.44667,1.18
13.44833,1.204
13.45,1.222
13.45167,1.25
13.45333,1.275
13.455,1.299
13.45667,1.324
13.45833,1.346
13.46,1.377
13.46167,1.401
13.46333,1.425
13.465,1.45
13.46667,1.47
13.46833,1.498
13.47,1.522
13.47167,1.544
13.47333,1.567
13.475,1.585
13.47667,1.612
13.47833,1.633
13.48,1.656
13.48167,1.677
13.48333,1.694
13.485,1.719
13.48667,1.742
13.48833,1.764
13.49,1.784
13.49167,1.797
13.49333,1.82
13.495,1.837
13.49667,1.852
13.49833,1.866
13.5,1.878
13.50167,1.896
13.50333,1.91
13.505,1.925
13.50667,1.935
13.50833,1.94
13.51,1.951
13.51167,1.96
13.51333,1.968
13.515,1.976
13.51667,1.981
13.51833,1.986
13.52,1.99
13.52167,1.993
13.52333,1.995
13.525,1.996
13.52667,1.994
13.52833,1.991
13.53,1.986
13.53167,1.982
13.53333,1.978
13.535,1.969
13.53667,1.962
13.53833,1.955
13.54,1.946
13.54167,1.939
13.54333,1.925
13.545,1.913
13.54667,1.899
13.54833,1.884
13.55,1.873
13.55167,1.854
13.55333,1.837
13.555,1.818
13.55667,1.8
13.55833,1.784
13.56,1.762
13.56167,1.742
13.56333,1.72
13.565,1.698
13.56667,1.68
13.56833,1.651
13.57,1.628
13.57167,1.605
13.57333,1.582
13.575,1.566
13.57667,1.532
13.57833,1.506
13.58,1.48
13.58167,1.452
13.58333,1.432
13.585,1.398
13.58667,1.371
13.58833,1.346
13.59,1.32
13.59167,1.298
13.59333,1.262
13.595,1.236
13.59667,1.211
13.59833,1.184
13.6,1.163
13.60167,1.132
13.60333,1.106
13.605,1.081
13.60667,1.055
13.60833,1.036
13.61,1.005
13.61167,0.98
13.61333,0.955
13.615,0.931
13.61667,0.911
13.61833,0.881
13.62,0.859
13.62167,0.835
13.62333,0.813
13.625,0.795
13.62667,0.767
13.62833,0.745
13.63,0.725
13.63167,0.703
13.63333,0.686
13.635,0.663
13.63667,0.646
13.63833,0.628
13.64,0.611
13.64167,0.598
13.64333,0.579
13.645,0.563
13.64667,0.547
13.64833,0.533
13.65,0.522
13.65167,0.503
13.65333,0.491
13.655,0.477
13.65667,0.463
13.65833,0.453
13.66,0.439
13.66167,0.426
13.66333,0.414
13.665,0.403
13.66667,0.395
13.66833,0.381
13.67,0.371
13.67167,0.363
13.67333,0.352
13.675,0.345
13.67667,0.333
13.67833,0.325
13.68,0.319
13.68167,0.311
13.68333,0.306
13.685,0.298
13.68667,0.291
13.68833,0.285
13.69,0.28
13.69167,0.276
13.69333,0.27
13.695,0.265
13.69667,0.26
13.69833,0.254
13.7,0.25
13.70167,0.245
13.70333,0.24
13.705,0.237
13.70667,0.233
13.70833,0.229
13.71,0.225
13.71167,0.221
13.71333,0.217
13.715,0.212
13.71667,0.208
13.71833,0.205
13.72,0.204
13.72167,0.202
13.72333,0.199
13.725,0.196
13.72667,0.193
13.72833,0.191
13.73,0.191
13.73167,0.189
13.73333,0.189
13.735,0.188
13.73667,0.186
13.73833,0.187
13.74,0.187
13.74167,0.187
13.74333,0.188
13.745,0.186
13.74667,0.186
13.74833,0.186
13.75,0.185
13.75167,0.185
13.75333,0.185
13.755,0.183
13.75667,0.183
13.75833,0.183
13.76,0.182
13.76167,0.181
13.76333,0.18
13.765,0.18
13.76667,0.179
13.76833,0.179
13.77,0.18
13.77167,0.181
13.77333,0.183
13.775,0.184
13.77667,0.184
13.77833,0.184
13.78,0.187
13.78167,0.189
13.78333,0.19
13.785,0.191
13.78667,0.192
13.78833,0.191
13.79,0.191
13.79167,0.191
13.79333,0.194
13.795,0.197
13.79667,0.2
13.79833,0.201
13.8,0.202
13.80167,0.203
13.80333,0.205
13.805,0.206
13.80667,0.207
13.80833,0.208
13.81,0.207
13.81167,0.208
13.81333,0.211
13.815,0.213
13.81667,0.215
13.81833,0.218
13.82,0.219
13.82167,0.222
13.82333,0.224
13.825,0.225
13.82667,0.228
13.82833,0.232
13.83,0.233
13.83167,0.234
13.83333,0.236
13.835,0.239
13.83667,0.24
13.83833,0.244
13.84,0.248
13.84167,0.25
13.84333,0.253
13.845,0.256
13.84667,0.256
13.84833,0.258
13.85,0.259
13.85167,0.262
13.85333,0.266
13.855,0.267
13.85667,0.267
13.85833,0.268
13.86,0.27
13.86167,0.271
13.86333,0.274
13.865,0.277
13.86667,0.279
13.86833,0.282
13.87,0.284
13.87167,0.287
13.87333,0.291
13.875,0.291
13.87667,0.294
13.87833,0.298
13.88,0.302
13.88167,0.305
13.88333,0.308
13.885,0.313
13.88667,0.314
13.88833,0.317
13.89,0.319
13.89167,0.32
13.89333,0.322
13.895,0.325
13.89667,0.328
13.89833,0.33
13.9,0.332
13.90167,0.335
13.90333,0.335
13.905,0.336
13.90667,0.338
13.90833,0.338
13.91,0.343
13.91167,0.346
13.91333,0.348
13.915,0.35
13.91667,0.352
13.91833,0.353
13.92,0.354
13.92167,0.358
13.92333,0.36
13.925,0.362
13.92667,0.366
13.92833,0.369
13.93,0.371
13.93167,0.373
13.93333,0.376
13.935,0.378
13.93667,0.38
13.93833,0.382
13.94,0.382
13.94167,0.384
13.94333,0.387
13.945,0.391
13.94667,0.393
13.94833,0.396
13.95,0.398
13.95167,0.401
13.95333,0.402
13.955,0.405
13.95667,0.404
13.95833,0.407
13.96,0.411
13.96167,0.413
13.96333,0.413
13.965,0.415
13.96667,0.416
13.96833,0.419
13.97,0.421
13.97167,0.425
13.97333,0.426
13.975,0.429
13.97667,0.432
13.97833,0.435
13.98,0.439
13.98167,0.442
13.98333,0.443
13.985,0.445
13.98667,0.448
13.98833,0.451
13.99,0.454
13.99167,0.457
13.99333,0.462
13.995,0.463
13.99667,0.466
13.99833,0.468
14,0.468
14.00167,0.471
14.00333,0.473
14.005,0.476
14.00667,0.479
14.00833,0.481
14.01,0.482
14.01167,0.484
14.01333,0.487
